name,representative_food,major_category,weight,energy_kcal,carbohydrate_g,protein_g,calcium_mg,kalium_mg,iron_mg,magnesium_mg,zinc_mg,cellulose_g,aminoacid_mg,leucine_mg,methionine_mg,selenium_ug,omega3_g,vitaminA_ug,vitaminB_mg,folicacid_ug,vitaminB12_mg,vitaminC_mg,vitaminD_ug,vitaminE_mg
치즈빵_카스타드화이트치즈볼 (5개입),치즈빵,빵 및 과자류,300g,337,,4.67,,,,,,,,,,,,,0.0,,,,,
치즈빵_카스타드화이트치즈볼,치즈빵,빵 및 과자류,60g,333,,5.0,,,,,,,,,,,,,0.0,,,,,
치즈빵_크림치즈호두빵,치즈빵,빵 및 과자류,180g,328,,9.44,,,,,,,,,,,,,0.0,,,,,
치즈빵_햄치즈조리빵,치즈빵,빵 및 과자류,70g,350,,8.57,,,,,,,,,,,,,0.0,,,,,
치즈빵_화이트치즈볼 (1개입),치즈빵,빵 및 과자류,35g,357,,5.71,,,,,,,,,,,,,0.0,,,,,
치즈빵_화이트치즈볼 (2개입),치즈빵,빵 및 과자류,70g,364,,4.29,,,,,,,,,,,,,0.0,,,,,
치즈빵_화이트치즈볼 (3개입),치즈빵,빵 및 과자류,105g,362,,4.76,,,,,,,,,,,,,0.0,,,,,
치즈빵_화이트치즈볼 (4개입),치즈빵,빵 및 과자류,140g,364,,5.0,,,,,,,,,,,,,0.0,,,,,
치즈빵_화이트치즈볼 (5개입),치즈빵,빵 및 과자류,175g,363,,5.14,,,,,,,,,,,,,0.0,,,,,
치즈빵_고다치즈와 체다치즈를 넣은 롤치즈빵,치즈빵,빵 및 과자류,135g,311,47.41,9.63,,,,,,,,,,,,,0.0,,,,,
치즈빵_고소짭짤 햄치즈브레드,치즈빵,빵 및 과자류,80g,294,35.0,10.0,,,,,,,,,,,,,0.0,,,,,
치즈빵_미니호두아몬드크림치즈빵 (5개입),치즈빵,빵 및 과자류,137g,332,40.15,8.76,,,,,,,,,,,,,0.0,,,,,
치즈빵_쫀득치즈스틱,치즈빵,빵 및 과자류,30g,350,46.67,2.5,,,,,,,,,,,,,0.0,,,,,
치즈빵_쫀득치즈스틱 (3개입),치즈빵,빵 및 과자류,90g,356,47.78,2.22,,,,,,,,,,,,,0.0,,,,,
치즈빵_톡톡콘치즈브레드,치즈빵,빵 및 과자류,84g,286,25.0,8.33,,,,,,,,,,,,,0.0,,,,,
치즈빵_톡톡콘치즈브레드 (2개입),치즈빵,빵 및 과자류,168g,289,25.0,8.33,,,,,,,,,,,,,0.0,,,,,
치즈빵_트리플치즈캐슈넛,치즈빵,빵 및 과자류,143g,294,41.96,10.49,,,,,,,,,,,,,0.0,,,,,
치즈빵_트리플치즈캐슈넛&스위트콘크림치즈,치즈빵,빵 및 과자류,228g,270,33.77,8.77,,,,,,,,,,,,,0.0,,,,,
치즈빵_호두아몬드크림치즈빵,치즈빵,빵 및 과자류,137g,332,40.15,8.76,,,,,,,,,,,,,0.0,,,,,
치즈스틱_롱치즈스틱 (1개),치즈스틱,튀김류,100g,302,,12.86,,,,,,,,,,,,,0.0,,,,,
치즈스틱_순수치즈스틱,치즈스틱,튀김류,100g,220,,11.95,,,,,,,,,,,,,0.0,,,,,
치즈스틱,치즈스틱,튀김류,100g,329,20.57,12.59,274.0,92.0,0.49,,,0.2,,,,,,,0.48000000000000004,,,0.28,0.0,
치즈스틱,치즈스틱,튀김류,,329,24.0,16.0,405.0,92.0,0.42,,,2.0,,,,,,33.0,0.455,,,0.0,0.0,
치커리 겉절이,치커리 겉절이,채소무침류,32.4ml,58,6.04,2.9,85.0,376.0,1.76,30.24,0.47,2.7,,,,,0.1,146.0,1.1480000000000001,54.74,,1.97,0.0,0.83
치커리 겉절이,치커리 겉절이,채소무침류,32.4ml,58,6.18,2.9,90.0,378.0,1.72,30.45,0.49,2.8,,,,,0.1,145.0,1.197,55.15,,1.75,0.0,0.83
치커리 겉절이,치커리 겉절이,채소무침류,180ml,22,3.51,0.72,19.0,108.0,0.4,,,1.0,,,,,,44.0,0.349,12.61,,0.69,0.0,
치커리 겉절이,치커리 겉절이,채소무침류,180ml,22,3.5,0.7,19.0,108.0,0.4,8.27,0.11,1.0,,,,,0.03,44.0,0.347,12.58,,0.69,0.0,0.42
치커리무침,치커리무침,채소무침류,151.1ml,16,2.35,0.8,23.0,108.0,0.5,8.63,0.13,0.8,,,,,0.03,40.0,0.345,14.45,,0.47,0.0,0.31
치킨가스,치킨가스,튀김류,200g,296,22.01,13.96,78.0,197.0,0.0,21.94,0.8,1.9,-,1076.26,324.23,0.0,,15.0,4.081,0.0,0.0,0.0,,
치킨데리야끼,치킨데리야끼,육류 및 채소구이류,340g,208,15.21,16.54,16.0,233.0,0.53,20.28,1.14,1.4,11550.22,958.54,264.35,13.03,,16.0,12.546000000000001,12.32,0.14,21.46,0.0,
치킨데리야끼,치킨데리야끼,육류 및 채소구이류,83.2ml,87,8.74,11.2,12.0,320.0,0.77,26.95,0.5,1.5,,,,,0.01,54.0,1.775,14.24,,3.61,0.0,0.39
치킨데리야끼,치킨데리야끼,육류 및 채소구이류,83.2ml,142,5.56,25.4,19.0,443.0,1.35,44.81,0.84,1.1,,,,,0.02,100.0,3.771,14.95,,1.25,0.0,0.55
치킨데리야끼,치킨데리야끼,육류 및 채소구이류,151.4ml,117,10.96,16.0,24.0,450.0,1.06,38.45,0.69,2.2,,,,,0.02,82.0,2.612,20.32,,6.41,0.0,0.55
칠면조구이,칠면조구이,육류 및 채소구이류,42.7ml,207,0.96,30.6,21.0,332.0,1.36,37.4,2.51,0.3,,,,,0.11,24.0,11.057,10.01,,0.0,0.42,0.14
카레라이스,카레라이스,밥류,480g,108,20.74,3.11,12.0,91.0,0.3,7.5,0.74,0.5,2931.73,251.98,54.48,4.58,,13.0,0.349,6.68,0.0,3.16,0.0,
카레라이스_돼지고기,카레라이스,밥류,600ml,90,15.73,2.8,6.0,101.0,0.41,,,0.9,,,,,,15.0,0.531,6.47,,1.25,0.03,
카레라이스_소고기,카레라이스,밥류,572ml,113,19.28,2.7,8.0,101.0,0.29,11.55,0.58,0.8,,,,,0.09,17.0,0.519,8.49,,1.2,0.0,0.33
카레라이스_채소,카레라이스,밥류,650ml,95,18.96,2.09,9.0,107.0,0.47,,,1.2,,,,,,15.0,0.34400000000000003,8.75,,1.92,0.0,
카레라이스_돼지고기,카레라이스,밥류,238.88ml,164,29.04,4.6,11.0,167.0,0.36,18.39,0.87,1.2,,,,,0.07,21.0,1.122,13.61,,2.09,0.06,0.4
카레라이스_돼지고기_모듬채소,카레라이스,밥류,600ml,99,18.44,2.7,7.0,118.0,0.55,11.4,0.5,0.7,,,,,0.05,14.0,0.592,6.93,,1.89,0.02,0.23
카레라이스_오징어,카레라이스,밥류,375.7ml,117,20.69,4.3,8.0,123.0,0.6,15.52,0.61,0.5,,,,,0.16,13.0,0.43,6.25,,0.42,0.72,0.31
카레라이스_두부,카레라이스,밥류,512.6ml,104,16.18,3.7,15.0,102.0,0.41,20.28,0.55,1.0,,,,,0.06,9.0,0.5549999999999999,10.31,,1.02,0.01,0.31
카레라이스_돼지고기,카레라이스,밥류,319.43ml,167,30.95,4.8,10.0,189.0,0.9,18.66,0.9,1.1,,,,,0.08,21.0,1.152,11.39,,1.89,0.06,0.34
카레라이스_돼지고기_모듬채소,카레라이스,밥류,600ml,99,18.44,2.7,7.0,118.0,0.55,11.4,0.5,0.7,,,,,0.05,14.0,0.592,6.93,,1.89,0.02,0.23
카레라이스_돼지고기,카레라이스,밥류,600ml,100,18.4,2.64,8.0,117.0,0.49,,,0.7,,,,,,14.0,0.615,7.48,,1.89,0.02,
카레라이스_돼지고기_모듬채소,카레라이스,밥류,600ml,99,18.44,2.7,7.0,118.0,0.55,11.4,0.5,0.7,,,,,0.05,14.0,0.592,6.93,,1.89,0.02,0.23
카레소스_치킨마크니 찍먹커리,카레소스,"장류, 양념류",100g,172,28.01,3.65,,,,,,,,,,,,,0.0,,,,,
카레소스_간편조리세트_키마카레&치즈키마카레,카레소스,"장류, 양념류",386g,136,6.02,9.16,85.0,215.0,1.11,,,1.1,,,,,,,1.233,,,0.0,0.0,
카레소스,카레소스,"장류, 양념류",290ml,70,9.75,2.7,17.0,178.0,0.39,13.37,0.31,1.3,,,,,0.04,34.0,0.9610000000000001,16.42,,5.11,0.02,0.37
카레소스,카레소스,"장류, 양념류",290ml,70,9.75,2.7,17.0,178.0,0.39,13.37,0.31,1.3,,,,,0.04,34.0,0.9610000000000001,16.42,,5.11,0.02,0.37
카레소스,카레소스,"장류, 양념류",290ml,70,9.75,2.7,17.0,178.0,0.39,13.37,0.31,1.3,,,,,0.04,34.0,0.9610000000000001,16.42,,5.11,0.02,0.37
카레소스,카레소스,"장류, 양념류",290ml,66,9.9,2.78,16.0,180.0,0.55,,,1.4,,,,,,34.0,0.857,14.81,,5.05,0.02,
카스텔라_우유크림카스테라,카스텔라,빵 및 과자류,120g,352,,6.67,,,,,,,,,,,,,0.0,,,,,
카스텔라_생크림 카스텔라,카스텔라,빵 및 과자류,112g,349,35.71,5.36,,,,,,,,,,,,,0.0,,,,,
카스텔라_카스텔라우유스틱 브레드,카스텔라,빵 및 과자류,480g,284,,7.0,,,,,,,,,,,,,0.0,,,,,
카스텔라_후레쉬카스텔라,카스텔라,빵 및 과자류,220g,337,,6.0,,,,,,,,,,,,,0.0,,,,,
카스텔라_촉촉한 쌀카스테라 녹차,카스텔라,빵 및 과자류,150g,294,,6.67,,,,,,,,,,,,,0.0,,,,,
카스텔라_촉촉한 쌀카스테라 플레인,카스텔라,빵 및 과자류,150g,309,,6.67,,,,,,,,,,,,,0.0,,,,,
카스텔라_생크림 카스테라,카스텔라,빵 및 과자류,121g,352,,6.61,,,,,,,,,,,,,0.0,,,,,
카스텔라_부드러운 생크림 카스텔라,카스텔라,빵 및 과자류,170g,332,,5.88,,,,,,,,,,,,,0.0,,,,,
카스텔라_우리 흑米 카스텔라,카스텔라,빵 및 과자류,200g,315,,8.0,,,,,,,,,,,,,0.0,,,,,
카스텔라_우리米 카스텔라,카스텔라,빵 및 과자류,200g,305,,7.0,,,,,,,,,,,,,0.0,,,,,
카스텔라_큐브 라이스 카스텔라,카스텔라,빵 및 과자류,40g,323,,7.5,,,,,,,,,,,,,0.0,,,,,
카스텔라_플레인 카스테라,카스텔라,빵 및 과자류,142g,368,,4.23,,,,,,,,,,,,,0.0,,,,,
카스텔라_민트초코 생크림 카스텔라,카스텔라,빵 및 과자류,125g,326,,7.2,,,,,,,,,,,,,0.0,,,,,
카스텔라_생크림 카스테라,카스텔라,빵 및 과자류,120g,352,,6.67,,,,,,,,,,,,,0.0,,,,,
카스텔라_우유크림 카스테라,카스텔라,빵 및 과자류,120g,352,,33.33,,,,,,,,,,,,,0.0,,,,,
카스텔라_폭탄 카스테라,카스텔라,빵 및 과자류,120g,352,,33.33,,,,,,,,,,,,,0.0,,,,,
카스텔라_생크림 카스테라,카스텔라,빵 및 과자류,120g,386,,10.83,,,,,,,,,,,,,0.0,,,,,
카스텔라_카스테라구마,카스텔라,빵 및 과자류,105g,314,,4.76,,,,,,,,,,,,,0.0,,,,,
카스텔라_우유생크림 카스테라,카스텔라,빵 및 과자류,105g,329,37.14,5.71,,,,,,,,,,,,,0.0,,,,,
카스텔라_베리베리 카스텔라,카스텔라,빵 및 과자류,100g,341,,6.0,,,,,,,,,,,,,0.0,,,,,
카스텔라_폭신한 생크림 카스텔라,카스텔라,빵 및 과자류,110g,355,,5.45,,,,,,,,,,,,,0.0,,,,,
카스텔라,카스텔라,빵 및 과자류,70g,335,47.99,10.03,38.0,96.0,1.46,14.5,1.11,1.3,9157.79,792.57,89.37,22.01,,30.0,1.412,35.93,0.67,0.0,0.0,
카페라떼,카페라떼,음료 및 차류,355ml,38,3.57,1.7,62.0,129.0,0.03,8.42,0.2,0.0,,,,,0.01,30.0,0.414,1.66,,0.43,0.05,0.04
카페라떼_시럽,카페라떼,음료 및 차류,355ml,51,6.9,1.7,67.0,139.0,0.03,9.47,0.27,0.0,,,,,0.01,30.0,0.485,1.66,,0.43,0.05,0.04
카페라떼_카라멜,카페라떼,음료 및 차류,355ml,59,9.24,1.7,67.0,140.0,0.04,9.71,0.24,0.0,,,,,0.01,30.0,0.496,1.66,,0.43,0.05,0.04
카페모카,카페모카,음료 및 차류,355ml,63,9.64,1.9,67.0,149.0,0.36,14.31,0.27,0.2,,,,,0.01,30.0,0.567,1.92,,0.43,0.05,0.04
카페모카_카라멜,카페모카,음료 및 차류,355ml,74,12.7,1.9,70.0,156.0,0.37,15.04,0.3,0.2,,,,,0.01,30.0,0.612,1.92,,0.43,0.05,0.04
카페모카_카라멜_휘핑크림,카페모카,음료 및 차류,355ml,105,13.26,2.1,75.0,163.0,0.37,15.56,0.32,0.2,,,,,0.01,51.0,0.6779999999999999,2.18,,0.46,0.05,0.08
카페모카_휘핑크림,카페모카,음료 및 차류,355ml,93,10.19,2.1,72.0,157.0,0.36,14.83,0.29,0.2,,,,,0.01,51.0,0.633,2.18,,0.46,0.05,0.08
칼국수_간편조리세트_원주식장칼국수,칼국수,면 및 만두류,1367g,78,15.27,2.71,17.0,71.0,0.37,,,0.6,,,,,,,0.7909999999999999,,,0.44,0.0,
칼국수_간편조리세트_장칼국수,칼국수,면 및 만두류,1330g,80,15.06,2.51,15.0,78.0,0.2,,,1.4,,,,,,,0.297,,,0.09,0.0,
칼국수,칼국수,면 및 만두류,700g,77,14.9,3.3,7.0,87.0,0.36,8.17,0.42,1.6,3122.48,249.15,39.84,6.75,,5.0,1.7890000000000001,11.18,0.34,0.0,0.0,
칼국수_바지락,칼국수,면 및 만두류,700g,82,15.97,3.43,13.0,51.0,0.61,8.29,0.55,0.3,2960.06,230.1,16.04,14.28,,1.0,2.28,10.63,2.25,1.92,0.0,
칼국수_닭고기,칼국수,면 및 만두류,900g,74,10.52,4.69,9.0,79.0,0.0,9.33,0.25,1.1,-,323.5,84.06,0.01,,3.0,0.211,9.28,0.0,0.09,,
칼국수_들깨,칼국수,면 및 만두류,600g,76,9.97,2.93,29.0,92.0,0.0,25.53,0.4,1.4,-,167.73,49.96,5.83,,2.0,0.527,13.2,0.32,0.67,,
칼국수_해물,칼국수,면 및 만두류,900g,70,13.77,2.53,14.0,60.0,0.0,0.0,0.0,5.0,-,0.0,0.0,0.0,,2.0,0.44499999999999995,0.0,0.0,0.0,,
칼국수,칼국수,면 및 만두류,514.8ml,97,20.03,2.7,17.0,89.0,0.26,10.18,0.18,0.9,,,,,0.02,2.0,0.14800000000000002,6.79,,1.15,0.01,0.01
칼국수_닭고기,칼국수,면 및 만두류,514.8ml,53,7.69,4.1,5.0,70.0,0.22,7.3,0.14,0.6,,,,,0.01,9.0,0.658,4.28,,0.4,0.0,0.13
칼국수_들깨,칼국수,면 및 만두류,1020m,113,18.42,3.41,30.0,101.0,0.64,,,2.0,,,,,,2.0,0.605,9.02,,0.3,0.0,
칼국수_소고기,칼국수,면 및 만두류,1000ml,57,9.01,2.2,3.0,39.0,0.21,4.69,0.3,0.3,,,,,0.01,1.0,0.22399999999999998,3.67,,0.21,0.0,0.02
칼국수_해물,칼국수,면 및 만두류,1100ml,78,14.74,3.1,26.0,68.0,0.63,10.85,0.56,0.5,,,,,0.04,3.0,0.383,6.04,,0.52,0.04,0.07
칼국수,칼국수,면 및 만두류,296.7ml,85,17.53,2.4,16.0,76.0,0.22,8.92,0.16,0.8,,,,,0.02,1.0,0.151,6.02,,0.97,0.01,0.01
칼국수_바지락,칼국수,면 및 만두류,428.6ml,54,9.36,2.4,14.0,84.0,0.32,9.87,0.21,0.9,,,,,0.04,6.0,0.289,8.58,,1.25,0.14,0.2
칼국수_해물,칼국수,면 및 만두류,1100ml,78,14.74,3.1,26.0,68.0,0.63,10.85,0.56,0.5,,,,,0.04,3.0,0.383,6.04,,0.52,0.04,0.07
칼국수,칼국수,면 및 만두류,514.8ml,97,20.03,2.7,17.0,89.0,0.26,10.18,0.18,0.9,,,,,0.02,2.0,0.14800000000000002,6.79,,1.15,0.01,0.01
칼국수_해물,칼국수,면 및 만두류,1100ml,78,14.74,3.1,26.0,68.0,0.63,10.85,0.56,0.5,,,,,0.04,3.0,0.383,6.04,,0.52,0.04,0.07
칼국수,칼국수,면 및 만두류,514.8ml,97,20.03,2.7,17.0,89.0,0.26,10.18,0.18,0.9,,,,,0.02,2.0,0.14800000000000002,6.79,,1.15,0.01,0.01
칼국수_닭고기,칼국수,면 및 만두류,514.8ml,53,7.69,4.1,5.0,70.0,0.22,7.3,0.14,0.6,,,,,0.01,9.0,0.658,4.28,,0.4,0.0,0.13
칼국수_바지락,칼국수,면 및 만두류,885.1ml,47,8.27,2.1,12.0,69.0,0.28,7.44,0.19,0.8,,,,,0.03,5.0,0.248,7.26,,1.06,0.13,0.18
칼국수_소고기,칼국수,면 및 만두류,483ml,59,8.09,2.0,6.0,50.0,0.22,5.08,0.31,0.7,,,,,0.01,4.0,0.385,4.87,,1.16,0.0,0.15
칼국수_해물,칼국수,면 및 만두류,1100ml,78,14.74,3.1,26.0,68.0,0.63,10.85,0.56,0.5,,,,,0.04,3.0,0.383,6.04,,0.52,0.04,0.07
칼국수_간편조리세트_닭한마리와 칼국수,칼국수,면 및 만두류,2292g,94,10.53,7.95,99.0,153.0,0.81,,,0.9,,,,,,,1.6059999999999999,,,0.45,0.0,
칼국수_간편조리세트_세숫대야 바지락칼국수,칼국수,면 및 만두류,2159g,74,9.72,2.28,26.0,52.0,0.48,,,0.1,,,,,,,0.525,,,1.42,0.0,
캔디_씨프렌즈 캔디,캔디,빵 및 과자류,50g,392,,0.0,,,,,,,,,,,,,0.0,,,,,
캔디_아몬드 토피넛 캔디,캔디,빵 및 과자류,60g,527,,1.67,,,,,,,,,,,,,0.0,,,,,
캘리포니아롤,캘리포니아롤,밥류,300g,163,29.74,4.11,49.0,76.0,0.0,9.48,0.54,2.5,-,318.43,74.88,0.0,,21.0,0.201,0.0,0.0,1.29,,
커피_돌체 라떼 아이스,커피,음료 및 차류,480g,77,11.04,2.5,,,,,,,,,,,,,0.0,,,,,
커피_돌체 라떼 핫,커피,음료 및 차류,425g,103,13.65,3.53,,,,,,,,,,,,,0.0,,,,,
커피_듀얼브루 디카페인 아메리치노 아이스,커피,음료 및 차류,410g,6,0.98,0.24,,,,,,,,,,,,,0.0,,,,,
커피_듀얼브루 디카페인 아메리치노 라떼 아이스,커피,음료 및 차류,450g,51,7.33,1.78,,,,,,,,,,,,,0.0,,,,,
커피_듀얼브루 디카페인 아메리카노 아이스,커피,음료 및 차류,416g,6,0.96,0.24,,,,,,,,,,,,,0.0,,,,,
커피_듀얼브루 디카페인 아메리카노 핫,커피,음료 및 차류,400g,6,1.0,0.25,,,,,,,,,,,,,0.0,,,,,
커피_듀얼브루 디카페인 카페 라떼 아이스,커피,음료 및 차류,470g,30,2.77,1.49,,,,,,,,,,,,,0.0,,,,,
커피_듀얼브루 디카페인 카페 라떼 핫,커피,음료 및 차류,380g,51,4.74,2.63,,,,,,,,,,,,,0.0,,,,,
커피_바닐라 카페 라떼 아이스,커피,음료 및 차류,460g,46,7.39,1.3,,,,,,,,,,,,,0.0,,,,,
커피_바닐라 카페 라떼 핫,커피,음료 및 차류,385g,69,10.13,2.34,,,,,,,,,,,,,0.0,,,,,
커피_아메리치노 라떼 아이스,커피,음료 및 차류,450g,49,6.67,1.78,,,,,,,,,,,,,0.0,,,,,
커피_아메리치노 아이스,커피,음료 및 차류,410g,3,0.49,0.49,,,,,,,,,,,,,0.0,,,,,
커피_아메리카노 아이스,커피,음료 및 차류,416g,3,0.48,0.48,,,,,,,,,,,,,0.0,,,,,
커피_아메리카노 핫,커피,음료 및 차류,400g,4,0.5,0.5,,,,,,,,,,,,,0.0,,,,,
커피_카라멜마끼아또 아이스,커피,음료 및 차류,468g,50,7.48,1.71,,,,,,,,,,,,,0.0,,,,,
커피_카라멜마끼아또 핫,커피,음료 및 차류,393g,73,10.18,2.54,,,,,,,,,,,,,0.0,,,,,
커피_카페 연유다 아이스,커피,음료 및 차류,410g,53,8.78,1.46,,,,,,,,,,,,,0.0,,,,,
커피_카페 라떼 아이스,커피,음료 및 차류,470g,29,2.55,1.49,,,,,,,,,,,,,0.0,,,,,
커피_카페 라떼 핫,커피,음료 및 차류,380g,50,4.21,2.63,,,,,,,,,,,,,0.0,,,,,
커피_카페모카 아이스,커피,음료 및 차류,440g,59,8.18,1.59,,,,,,,,,,,,,0.0,,,,,
커피_카페모카 핫,커피,음료 및 차류,415g,75,9.88,2.41,,,,,,,,,,,,,0.0,,,,,
커피_카푸치노 아이스,커피,음료 및 차류,380g,21,1.84,1.32,,,,,,,,,,,,,0.0,,,,,
커피_카푸치노 핫,커피,음료 및 차류,320g,46,4.06,2.5,,,,,,,,,,,,,0.0,,,,,
커피_콜드브루 커피 아이스,커피,음료 및 차류,420g,2,0.48,0.24,,,,,,,,,,,,,0.0,,,,,
커피_달고나카페 라떼 아이스,커피,음료 및 차류,473g,69,,1.69,,,,,,,,,,,,,0.0,,,,,
커피_달고나카페 라떼 아이스,커피,음료 및 차류,591g,61,,1.52,,,,,,,,,,,,,0.0,,,,,
커피_달고나카페 라떼 아이스,커피,음료 및 차류,414g,62,,1.45,,,,,,,,,,,,,0.0,,,,,
커피_달고나카페 라떼 핫,커피,음료 및 차류,473g,88,,2.96,,,,,,,,,,,,,0.0,,,,,
커피_달고나카페 라떼 핫,커피,음료 및 차류,355g,89,,3.1,,,,,,,,,,,,,0.0,,,,,
커피_데일리오트코코넛 라떼 아이스,커피,음료 및 차류,532g,97,,1.32,,,,,,,,,,,,,0.0,,,,,
커피_데일리오트코코넛 라떼 아이스,커피,음료 및 차류,607g,97,,1.32,,,,,,,,,,,,,0.0,,,,,
커피_데일리오트코코넛 라떼 아이스,커피,음료 및 차류,405g,98,,1.23,,,,,,,,,,,,,0.0,,,,,
커피_데일리오트코코넛 라떼 핫,커피,음료 및 차류,450g,127,,1.78,,,,,,,,,,,,,0.0,,,,,
커피_데일리오트코코넛 라떼 핫,커피,음료 및 차류,345g,126,,1.74,,,,,,,,,,,,,0.0,,,,,
커피_롱블랫 아이스(ICED),커피,음료 및 차류,296g,5,,0.25,,,,,,,,,,,,,0.0,,,,,
커피_롱블랫 핫(HOT),커피,음료 및 차류,237g,4,,0.32,,,,,,,,,,,,,0.0,,,,,
커피_바닐라카페 라떼 아이스,커피,음료 및 차류,473g,45,,1.27,,,,,,,,,,,,,0.0,,,,,
커피_바닐라카페 라떼 아이스,커피,음료 및 차류,591g,42,,1.18,,,,,,,,,,,,,0.0,,,,,
커피_바닐라카페 라떼 아이스,커피,음료 및 차류,355g,48,,1.41,,,,,,,,,,,,,0.0,,,,,
커피_바닐라카페 라떼 핫,커피,음료 및 차류,473g,66,,2.11,,,,,,,,,,,,,0.0,,,,,
커피_바닐라카페 라떼 핫,커피,음료 및 차류,355g,63,,1.97,,,,,,,,,,,,,0.0,,,,,
커피_숏카페 라떼 아이스(ICED),커피,음료 및 차류,296g,34,,1.35,,,,,,,,,,,,,0.0,,,,,
커피_숏카페 라떼 핫(HOT),커피,음료 및 차류,296g,41,,1.69,,,,,,,,,,,,,0.0,,,,,
커피_스페니쉬연유카페 라떼 아이스,커피,음료 및 차류,473g,95,,3.59,,,,,,,,,,,,,0.0,,,,,
커피_스페니쉬연유카페 라떼 아이스,커피,음료 및 차류,591g,90,,3.38,,,,,,,,,,,,,0.0,,,,,
커피_스페니쉬연유카페 라떼 아이스,커피,음료 및 차류,414g,85,,3.14,,,,,,,,,,,,,0.0,,,,,
커피_스페니쉬연유카페 라떼 핫,커피,음료 및 차류,473g,49,,1.9,,,,,,,,,,,,,0.0,,,,,
커피_스페니쉬연유카페 라떼 핫,커피,음료 및 차류,355g,52,,1.97,,,,,,,,,,,,,0.0,,,,,
커피_아메리카노 아이스,커피,음료 및 차류,473g,4,,0.3,,,,,,,,,,,,,0.0,,,,,
커피_아메리카노 아이스,커피,음료 및 차류,355g,4,,0.31,,,,,,,,,,,,,0.0,,,,,
커피_아메리카노 핫,커피,음료 및 차류,473g,4,,0.21,,,,,,,,,,,,,0.0,,,,,
커피_아메리카노 핫,커피,음료 및 차류,355g,4,,0.21,,,,,,,,,,,,,0.0,,,,,
커피_아메리키토 아이스,커피,음료 및 차류,591g,4,,0.29,,,,,,,,,,,,,0.0,,,,,
커피_아이스크림카페 라떼 아이스,커피,음료 및 차류,473g,44,,1.27,,,,,,,,,,,,,0.0,,,,,
커피_아이스크림카페 라떼 아이스,커피,음료 및 차류,591g,47,,1.35,,,,,,,,,,,,,0.0,,,,,
커피_아이스크림카페 라떼 아이스,커피,음료 및 차류,355g,54,,1.41,,,,,,,,,,,,,0.0,,,,,
커피_에소프레소 핫(HOT),커피,음료 및 차류,59g,17,,0.0,,,,,,,,,,,,,0.0,,,,,
커피_에소프레소 핫(HOT),커피,음료 및 차류,29g,17,,0.0,,,,,,,,,,,,,0.0,,,,,
커피_카라멜마키아또 아이스,커피,음료 및 차류,473g,55,,1.48,,,,,,,,,,,,,0.0,,,,,
커피_카라멜마키아또 아이스,커피,음료 및 차류,591g,52,,1.52,,,,,,,,,,,,,0.0,,,,,
커피_카라멜마키아또 아이스,커피,음료 및 차류,355g,58,,1.69,,,,,,,,,,,,,0.0,,,,,
커피_카라멜마키아또 핫,커피,음료 및 차류,473g,66,,2.11,,,,,,,,,,,,,0.0,,,,,
커피_카라멜마키아또 핫,커피,음료 및 차류,355g,68,,2.25,,,,,,,,,,,,,0.0,,,,,
커피_카페 라떼 아이스,커피,음료 및 차류,473g,33,,1.48,,,,,,,,,,,,,0.0,,,,,
커피_카페 라떼 아이스,커피,음료 및 차류,591g,30,,1.35,,,,,,,,,,,,,0.0,,,,,
커피_카페 라떼 아이스,커피,음료 및 차류,355g,34,,1.41,,,,,,,,,,,,,0.0,,,,,
커피_카페 라떼 핫,커피,음료 및 차류,473g,49,,2.33,,,,,,,,,,,,,0.0,,,,,
커피_카페 라떼 핫,커피,음료 및 차류,355g,48,,2.25,,,,,,,,,,,,,0.0,,,,,
커피_카페모카 아이스,커피,음료 및 차류,473g,72,,1.48,,,,,,,,,,,,,0.0,,,,,
커피_카페모카 아이스,커피,음료 및 차류,591g,63,,1.52,,,,,,,,,,,,,0.0,,,,,
커피_카페모카 아이스,커피,음료 및 차류,355g,73,,1.69,,,,,,,,,,,,,0.0,,,,,
커피_카페모카 핫,커피,음료 및 차류,473g,79,,2.33,,,,,,,,,,,,,0.0,,,,,
커피_카페모카 핫,커피,음료 및 차류,355g,79,,2.25,,,,,,,,,,,,,0.0,,,,,
커피_카푸치노 핫,커피,음료 및 차류,473g,40,,1.9,,,,,,,,,,,,,0.0,,,,,
커피_카푸치노 핫,커피,음료 및 차류,355g,41,,1.69,,,,,,,,,,,,,0.0,,,,,
커피_콜드브루 아이스,커피,음료 및 차류,591g,3,,0.17,,,,,,,,,,,,,0.0,,,,,
커피_콜드브루 라떼 아이스,커피,음료 및 차류,473g,21,,1.06,,,,,,,,,,,,,0.0,,,,,
커피_콜드브루 라떼 아이스,커피,음료 및 차류,591g,34,,1.02,,,,,,,,,,,,,0.0,,,,,
커피_콜드브루 라떼 아이스,커피,음료 및 차류,414g,18,,0.92,,,,,,,,,,,,,0.0,,,,,
커피_흑임자카페 라떼 아이스,커피,음료 및 차류,473g,101,,2.33,,,,,,,,,,,,,0.0,,,,,
커피_흑임자카페 라떼 아이스,커피,음료 및 차류,591g,91,,2.03,,,,,,,,,,,,,0.0,,,,,
커피_흑임자카페 라떼 아이스,커피,음료 및 차류,414g,86,,1.93,,,,,,,,,,,,,0.0,,,,,
