name,representative_food,major_category,weight,energy_kcal,carbohydrate_g,protein_g,calcium_mg,kalium_mg,iron_mg,magnesium_mg,zinc_mg,cellulose_g,aminoacid_mg,leucine_mg,methionine_mg,selenium_ug,omega3_g,vitaminA_ug,vitaminB_mg,folicacid_ug,vitaminB12_mg,vitaminC_mg,vitaminD_ug,vitaminE_mg
애호박전,애호박전,전·적 및 부침류,200ml,87,6.0,2.2,12.0,108.0,0.32,7.71,0.19,1.0,,,,,0.35,21.0,0.258,19.65,,1.25,0.1,0.69
애호박죽,애호박죽,죽 및 스프류,171.5ml,77,15.0,1.4,5.0,75.0,0.3,8.63,0.36,0.6,,,,,0.01,4.0,0.37,8.33,,0.54,0.0,0.1
애호박찌개,애호박찌개,찌개 및 전골류,227ml,17,3.54,0.9,11.0,149.0,0.2,9.21,0.12,1.6,,,,,0.03,16.0,0.344,20.25,,2.09,0.0,0.21
애호박찌개_감자,애호박찌개,찌개 및 전골류,305ml,38,3.87,3.7,49.0,154.0,0.57,20.37,0.4,1.4,,,,,0.09,5.0,0.383,16.0,,2.28,0.03,0.13
애호박찌개_두부,애호박찌개,찌개 및 전골류,222ml,39,3.79,3.7,47.0,149.0,0.58,21.71,0.41,1.4,,,,,0.09,4.0,0.372,15.58,,2.15,0.02,0.15
애호박찌개_감자,애호박찌개,찌개 및 전골류,305ml,38,3.87,3.7,49.0,154.0,0.57,20.37,0.4,1.4,,,,,0.09,5.0,0.383,16.0,,2.28,0.03,0.13
애호박찜,애호박찜,찜류,100g,181,21.18,9.5,27.0,144.0,1.02,29.73,1.21,2.2,7153.71,622.5,107.86,3.36,,13.0,0.54,5.95,0.36,1.3,0.0,
애호박찜,애호박찜,찜류,128.7ml,36,4.43,1.7,32.0,178.0,0.28,22.3,0.16,1.7,,,,,0.06,15.0,0.388,24.36,,2.45,0.0,0.2
애호박찜,애호박찜,찜류,106.2ml,41,5.05,2.0,36.0,202.0,0.32,25.43,0.19,2.0,,,,,0.06,17.0,0.442,27.78,,2.79,0.0,0.22
애호박찜,애호박찜,찜류,128.7ml,36,4.43,1.7,32.0,180.0,0.28,22.3,0.16,1.7,,,,,0.06,15.0,0.385,24.36,,2.41,0.0,0.19
액상커피_커피가루_설탕_크림,액상커피,음료 및 차류,100g,51,10.06,0.43,14.0,117.0,0.05,,,0.1,,,,,,0.0,0.9530000000000001,,,0.0,0.0,
액상커피_커피가루_설탕(중량2.7g),액상커피,음료 및 차류,100g,17,3.98,0.18,2.0,34.0,0.02,,,0.0,,,,,,0.0,0.263,,,0.0,0.0,
액상커피_커피가루,액상커피,음료 및 차류,100g,4,0.7,0.2,2.0,38.0,0.02,,,0.0,,,,,,0.0,0.283,,,0.0,0.0,
야채빵_야채넣은 롤빵,야채빵,빵 및 과자류,317g,332,,12.0,,,,,,,,,,,,,0.0,,,,,
야채빵_올리브야채 브레드,야채빵,빵 및 과자류,237g,283,,8.0,,,,,,,,,,,,,0.0,,,,,
야채빵_햄야채롤 (6개입),야채빵,빵 및 과자류,198g,354,,10.61,,,,,,,,,,,,,0.0,,,,,
야채빵_햄야채롤 (8개입),야채빵,빵 및 과자류,264g,352,,10.98,,,,,,,,,,,,,0.0,,,,,
야채빵_맛살크림 샐러드,야채빵,빵 및 과자류,90g,333,,7.78,,,,,,,,,,,,,0.0,,,,,
야채빵_야채 샐러드,야채빵,빵 및 과자류,120g,197,,4.17,,,,,,,,,,,,,0.0,,,,,
야채빵_에그마요 샐러드,야채빵,빵 및 과자류,120g,245,,8.33,,,,,,,,,,,,,0.0,,,,,
야채빵_양파꽃이피었습니다,야채빵,빵 및 과자류,140g,368,,7.86,,,,,,,,,,,,,0.0,,,,,
약과,약과,빵 및 과자류,30g,399,84.89,4.2,12.0,73.0,0.0,24.5,0.53,5.3,-,293.7,30.7,8.23,,0.0,0.595,8.13,0.0,0.0,,
약식,약식,빵 및 과자류,100g,220,45.24,4.21,13.0,85.0,0.33,20.84,0.82,2.6,3909.55,335.28,91.16,3.24,,0.0,0.01,7.77,0.0,0.0,0.0,
약식,약식,빵 및 과자류,,220,45.43,4.44,14.0,139.0,0.35,,,1.5,,,,,,1.0,0.477,,,0.0,0.0,
양념 도토리묵,양념 도토리묵,채소무침류,116.9ml,55,9.91,1.1,17.0,64.0,0.36,9.39,0.28,1.6,,,,,0.01,4.0,0.365,9.61,,0.15,0.0,0.33
양념 돼지고기튀김,양념 돼지고기튀김,튀김류,192.5ml,189,13.89,12.9,11.0,241.0,0.53,21.35,0.9,0.6,,,,,0.41,19.0,2.117,8.58,,0.65,0.17,0.92
양념 돼지고기튀김,양념 돼지고기튀김,튀김류,192.5ml,189,13.89,12.9,11.0,241.0,0.53,21.35,0.9,0.6,,,,,0.41,19.0,2.117,8.58,,0.65,0.17,0.92
양념 바지락젓,양념 바지락젓,젓갈류,12.5ml,50,2.07,5.8,89.0,40.0,11.01,44.26,0.2,0.6,,,,,0.08,9.0,1.514,28.42,,0.64,0.0,0.36
양념 새우젓,양념 새우젓,젓갈류,15ml,67,6.78,7.3,290.0,343.0,1.04,157.03,0.67,2.2,,,,,0.17,41.0,1.187,25.51,,2.4,0.0,1.77
양념 오징어젓,양념 오징어젓,젓갈류,15ml,60,4.81,7.9,76.0,219.0,0.9,30.53,0.4,1.0,,,,,0.28,15.0,1.405,13.74,,2.59,0.16,0.83
양념 오징어젓_낙지,양념 오징어젓,젓갈류,15ml,66,5.27,8.2,79.0,203.0,0.94,31.35,0.38,0.9,,,,,0.28,11.0,1.498,11.99,,2.32,0.0,0.82
양념 오징어젓,양념 오징어젓,젓갈류,69.1ml,112,15.71,5.1,28.0,276.0,0.76,29.85,0.51,2.8,,,,,0.19,36.0,0.8740000000000001,24.17,,9.56,0.0,1.33
양념두부,양념두부,볶음류,66.4ml,68,2.99,6.2,41.0,105.0,1.02,51.71,0.75,2.0,,,,,0.24,3.0,0.351,14.21,,0.0,0.0,0.6
양념채김치,양념채김치,김치류,190.3ml,53,7.5,3.3,112.0,309.0,1.44,40.75,2.1,2.8,,,,,0.07,43.0,0.823,36.2,,4.06,0.0,0.86
양념초장,양념초장,"장류, 양념류",5ml,134,21.8,10.4,39.0,677.0,2.07,84.68,1.05,3.8,,,,,0.03,46.0,3.882,44.44,,0.0,0.0,2.13
양념초장,양념초장,"장류, 양념류",5ml,134,21.8,10.4,39.0,677.0,2.07,84.68,1.05,3.8,,,,,0.03,46.0,3.882,44.44,,0.0,0.0,2.13
양미리조림,양미리조림,조림류,100g,65,9.09,5.76,129.0,324.0,1.18,28.55,1.06,2.8,5120.47,395.71,92.41,10.84,,88.0,6.37,28.46,5.97,1.34,0.0,
양미리조림,양미리조림,조림류,123.2ml,143,5.61,18.1,65.0,347.0,0.83,42.12,1.64,0.7,,,,,1.05,43.0,3.819,21.25,,3.35,14.75,0.97
양미리조림,양미리조림,조림류,123.2ml,143,5.61,18.1,65.0,347.0,0.83,42.12,1.64,0.7,,,,,1.05,43.0,3.819,21.25,,3.35,14.75,0.97
양배추 겉절이,양배추 겉절이,채소무침류,114.6ml,39,6.5,1.7,33.0,229.0,0.4,16.04,0.24,2.4,,,,,0.14,22.0,0.603,18.76,,11.63,0.0,0.56
양배추 겉절이,양배추 겉절이,채소무침류,42.2ml,46,7.87,2.0,41.0,275.0,0.46,19.24,0.29,2.9,,,,,0.15,26.0,0.745,22.58,,13.93,0.0,0.68
양배추 겉절이,양배추 겉절이,채소무침류,42.2ml,46,7.87,2.0,41.0,275.0,0.46,19.24,0.29,2.9,,,,,0.15,26.0,0.745,22.58,,13.93,0.0,0.68
양배추 겉절이,양배추 겉절이,채소무침류,114.6ml,39,6.5,1.7,33.0,229.0,0.4,16.04,0.24,2.4,,,,,0.14,22.0,0.603,18.76,,11.63,0.0,0.56
양배추 된장국,양배추 된장국,된장국류,184.4ml,34,3.93,2.9,50.0,128.0,0.53,19.42,0.33,1.6,,,,,0.09,5.0,0.332,13.35,,5.58,0.01,0.15
양배추 사과 샐러드,양배추 사과 샐러드,샐러드류,55.4ml,136,10.14,0.8,19.0,141.0,0.24,7.13,0.14,1.9,,,,,0.73,7.0,0.458,7.15,,6.71,0.0,1.21
양배추 사과 샐러드,양배추 사과 샐러드,샐러드류,55.4ml,136,10.14,0.8,19.0,141.0,0.24,7.13,0.14,1.9,,,,,0.73,7.0,0.458,7.15,,6.71,0.0,1.21
양배추 사과 샐러드,양배추 사과 샐러드,샐러드류,104.4ml,141,11.56,1.1,25.0,174.0,0.29,9.1,0.16,2.2,,,,,0.73,8.0,0.551,9.05,,8.93,0.0,1.21
양배추 샐러드,양배추 샐러드,샐러드류,122.2ml,99,4.32,0.9,20.0,123.0,0.2,7.19,0.14,1.3,,,,,0.63,10.0,0.27699999999999997,7.7,,8.5,0.0,1.03
양배추 샐러드,양배추 샐러드,샐러드류,122.2ml,99,4.32,0.9,20.0,123.0,0.2,7.19,0.14,1.3,,,,,0.63,10.0,0.27699999999999997,7.7,,8.5,0.0,1.03
양배추 초나물,양배추 초나물,나물·숙채류,113.3ml,66,9.44,2.0,44.0,219.0,0.42,18.94,0.23,2.4,,,,,0.04,6.0,0.754,16.45,,13.39,0.0,0.4
양배추 초나물,양배추 초나물,나물·숙채류,113.3ml,65,9.45,2.0,44.0,216.0,0.42,18.94,0.23,2.4,,,,,0.04,6.0,0.758,16.45,,13.45,0.0,0.4
양배추김치,양배추김치,김치류,54.7ml,39,8.29,2.2,54.0,296.0,0.49,26.61,0.28,3.4,,,,,0.04,26.0,0.885,18.33,,14.69,0.0,1.0
양배추나물,양배추나물,나물·숙채류,40.2ml,71,8.69,2.2,58.0,265.0,0.47,23.04,0.26,3.1,,,,,0.05,8.0,0.8290000000000001,20.31,,17.25,0.0,0.53
양배추나물,양배추나물,나물·숙채류,40.2ml,71,8.69,2.2,58.0,261.0,0.48,23.04,0.26,3.1,,,,,0.05,8.0,0.8340000000000001,20.31,,17.33,0.0,0.53
양배추부추무침,양배추부추무침,채소무침류,90.6ml,34,6.71,1.9,33.0,151.0,1.38,15.62,0.21,3.2,,,,,0.07,10.0,0.8400000000000001,26.98,,10.29,0.0,0.49
양배추부추무침,양배추부추무침,채소무침류,33.4ml,41,8.08,2.2,38.0,177.0,1.66,18.61,0.25,3.3,,,,,0.11,11.0,0.9339999999999999,31.55,,12.36,0.0,0.56
양배추부추무침,양배추부추무침,채소무침류,33.4ml,41,8.01,2.2,40.0,178.0,1.66,18.61,0.25,3.8,,,,,0.08,11.0,0.999,32.34,,12.36,0.0,0.56
양배추부추무침,양배추부추무침,채소무침류,90.6ml,34,6.71,1.9,33.0,151.0,1.38,15.62,0.21,3.2,,,,,0.07,10.0,0.8400000000000001,26.98,,10.29,0.0,0.49
양배추오이  샐러드,양배추오이  샐러드,샐러드류,34.1ml,188,8.2,1.8,42.0,240.0,0.35,14.6,0.28,2.3,,,,,1.19,4.0,0.518,14.66,,17.64,0.0,1.94
양배추오이  샐러드,양배추오이  샐러드,샐러드류,34.1ml,188,8.2,1.8,42.0,240.0,0.35,14.6,0.28,2.3,,,,,1.19,4.0,0.518,14.66,,17.64,0.0,1.94
양상추 샐러드,양상추 샐러드,샐러드류,85ml,78,4.84,1.1,14.0,92.0,0.26,6.08,0.2,1.0,,,,,0.41,19.0,0.253,10.78,,3.64,0.04,0.79
양상추 샐러드,양상추 샐러드,샐러드류,61.8ml,79,4.72,1.7,20.0,118.0,0.38,7.88,0.29,1.1,,,,,0.38,26.0,0.29300000000000004,14.19,,3.56,0.08,0.81
양상추 샐러드,양상추 샐러드,샐러드류,61.8ml,79,4.72,1.7,20.0,118.0,0.38,7.88,0.29,1.1,,,,,0.38,26.0,0.29300000000000004,14.19,,3.56,0.08,0.81
양상추 샐러드,양상추 샐러드,샐러드류,85ml,78,4.84,1.1,14.0,92.0,0.26,6.08,0.2,1.0,,,,,0.41,19.0,0.253,10.78,,3.64,0.04,0.79
양송이 덮밥,양송이 덮밥,밥류,572ml,93,19.64,1.9,4.0,117.0,0.42,9.1,0.47,0.7,,,,,0.04,11.0,1.0110000000000001,8.9,,0.95,0.0,0.14
양송이 덮밥,양송이 덮밥,밥류,572ml,93,19.64,1.9,4.0,117.0,0.42,9.1,0.47,0.7,,,,,0.04,11.0,1.0110000000000001,8.9,,0.95,0.0,0.14
양송이버섯볶음_소고기,양송이버섯볶음,채소볶음류,117.5ml,104,5.17,4.5,17.0,221.0,0.88,14.05,1.09,1.2,,,,,0.18,5.0,1.837,18.49,,1.09,0.0,0.29
양송이버섯볶음_소고기,양송이버섯볶음,채소볶음류,82.7ml,84,3.85,4.1,13.0,229.0,0.76,13.35,0.92,1.2,,,,,0.16,38.0,2.111,17.4,,1.13,0.0,0.41
양송이버섯볶음_소고기,양송이버섯볶음,채소볶음류,82.7ml,84,3.85,4.1,13.0,229.0,0.76,13.35,0.92,1.2,,,,,0.16,38.0,2.111,17.4,,1.13,0.0,0.41
양송이버섯볶음_소고기,양송이버섯볶음,채소볶음류,117.5ml,102,5.16,4.7,18.0,224.0,0.96,14.11,1.09,1.0,,,,,0.18,4.0,2.268,17.94,,1.04,0.0,0.29
양장피,양장피,무침류,220g,133,10.95,7.3,62.0,174.0,1.78,38.75,0.63,1.9,7831.55,610.3,181.18,28.06,,134.0,2.314,9.55,1.01,2.28,0.0,
양장피,양장피,무침류,344.4ml,81,5.33,10.7,53.0,261.0,1.51,46.49,0.79,1.8,,,,,0.19,62.0,1.253,27.78,,5.63,0.96,0.69
양장피,양장피,무침류,344.4ml,81,5.33,10.7,53.0,261.0,1.51,46.49,0.79,1.8,,,,,0.19,62.0,1.253,27.78,,5.63,0.96,0.69
양태구이,양태구이,생선구이류,100ml,107,0.1,14.0,71.0,3.0,0.42,23.58,0.42,0.0,,,,,0.36,13.0,2.4779999999999998,2.8,,0.7,0.7,0.55
양파 소고기전,양파 소고기전,전·적 및 부침류,82ml,155,8.88,5.0,17.0,145.0,0.64,10.35,0.85,1.2,,,,,0.49,16.0,0.488,14.57,,3.71,0.13,0.92
양파링튀김,양파링튀김,튀김류,100g,411,43.58,3.86,115.0,167.0,0.78,,,2.7,,,,,,0.0,0.8460000000000001,,,1.4,0.0,
양파볶음,양파볶음,채소볶음류,80g,56,9.51,0.99,18.0,139.0,0.3,9.91,0.49,1.6,693.65,39.3,2.2,0.88,,0.0,0.614,91.54,0.0,0.88,0.0,
양파볶음,양파볶음,채소볶음류,105.2ml,68,4.71,0.9,19.0,117.0,0.2,9.48,0.14,1.4,,,,,0.31,44.0,0.243,9.79,,3.64,0.0,0.54
양파볶음,양파볶음,채소볶음류,105.2ml,67,4.72,0.9,19.0,117.0,0.2,9.48,0.14,1.4,,,,,0.31,44.0,0.243,9.79,,3.64,0.0,0.54
양파장아찌,양파장아찌,장아찌·절임류,50ml,63,16.05,0.6,17.0,112.0,0.17,9.38,0.09,1.0,,,,,0.0,0.0,0.161,6.6,,3.53,0.0,0.0
어묵 감자볶음,어묵 감자볶음,볶음류,79.7ml,208,23.66,8.2,37.0,240.0,0.61,20.88,0.34,1.3,,,,,0.68,16.0,0.485,12.95,,3.96,0.0,0.83
어묵 감자볶음,어묵 감자볶음,볶음류,41.1ml,208,23.52,8.2,37.0,239.0,0.61,20.84,0.34,1.3,,,,,0.69,17.0,0.482,12.92,,3.96,0.0,0.84
어묵 감자볶음,어묵 감자볶음,볶음류,79.7ml,209,23.61,8.2,35.0,238.0,0.62,20.82,0.33,1.3,,,,,0.68,17.0,0.471,12.82,,4.05,0.0,0.83
어묵 매운탕,어묵 매운탕,찌개 및 전골류,600ml,36,4.64,2.5,15.0,64.0,0.2,6.74,0.11,0.4,,,,,0.09,8.0,0.279,4.9,,0.66,0.05,0.19
어묵 매운탕,어묵 매운탕,찌개 및 전골류,190.6ml,40,5.86,2.8,40.0,139.0,0.34,13.86,0.17,0.8,,,,,0.09,13.0,0.229,13.51,,1.0,0.01,0.19
어묵 매운탕,어묵 매운탕,찌개 및 전골류,190.6ml,40,5.86,2.8,40.0,139.0,0.34,13.86,0.17,0.8,,,,,0.09,13.0,0.229,13.51,,1.0,0.01,0.19
어묵 매운탕,어묵 매운탕,찌개 및 전골류,282.2ml,39,5.66,2.7,39.0,137.0,0.33,13.45,0.17,0.8,,,,,0.09,14.0,0.21500000000000002,13.59,,1.03,0.01,0.19
어묵 오이무침,어묵 오이무침,무침류,105.7ml,128,18.13,7.7,44.0,189.0,0.54,19.86,0.28,1.3,,,,,0.26,88.0,0.573,11.25,,3.17,0.0,0.57
어묵 오이무침,어묵 오이무침,무침류,42.6ml,127,18.2,7.7,46.0,188.0,0.53,20.04,0.29,1.3,,,,,0.26,87.0,0.5900000000000001,11.46,,3.13,0.0,0.57
어묵 오이무침,어묵 오이무침,무침류,105.7ml,126,18.17,7.7,45.0,188.0,0.53,19.92,0.29,1.3,,,,,0.26,87.0,0.5880000000000001,11.37,,3.13,0.0,0.57
어묵 우동,어묵 우동,면 및 만두류,800ml,71,12.77,2.1,14.0,40.0,0.22,5.98,0.11,0.7,,,,,0.05,3.0,0.511,4.09,,0.16,0.0,0.16
어묵 우동,어묵 우동,면 및 만두류,410ml,52,9.51,1.6,11.0,36.0,0.17,3.99,0.07,0.6,,,,,0.03,3.0,0.448,2.73,,0.15,0.0,0.09
어묵 우동,어묵 우동,면 및 만두류,530ml,61,11.21,1.8,12.0,42.0,0.19,4.74,0.08,0.7,,,,,0.04,3.0,0.525,3.54,,0.2,0.0,0.11
어묵 우동,어묵 우동,면 및 만두류,630ml,61,11.22,1.9,11.0,34.0,0.16,4.92,0.09,0.6,,,,,0.03,4.0,0.359,4.34,,0.14,0.0,0.11
어묵국,어묵국,국 및 탕류,600ml,32,4.16,2.2,13.0,61.0,0.24,5.78,0.09,0.4,,,,,0.08,7.0,0.40299999999999997,3.76,,0.68,0.02,0.11
어묵국,어묵국,국 및 탕류,170ml,21,2.75,1.4,8.0,43.0,0.1,3.47,0.07,0.2,,,,,0.05,4.0,0.16599999999999998,4.75,,0.96,0.01,0.04
어묵국,어묵국,국 및 탕류,126.4ml,43,5.53,3.3,47.0,157.0,0.39,16.59,0.22,0.6,,,,,0.11,11.0,0.195,18.11,,1.86,0.01,0.08
어묵국,어묵국,국 및 탕류,210ml,50,6.34,3.9,54.0,167.0,0.44,17.67,0.23,0.7,,,,,0.13,10.0,0.20700000000000002,18.34,,1.68,0.02,0.09
어묵국(어묵탕)_츠쿠네 어묵탕,어묵국(어묵탕),국 및 탕류,100g,63,,5.2,,,,,,,,,,,,,0.0,,,,,
어묵국(어묵탕),어묵국(어묵탕),국 및 탕류,350g,31,3.83,1.49,19.0,110.0,0.19,7.95,0.07,0.4,1389.0,110.29,32.02,16.58,,3.0,0.539,5.54,0.11,0.0,0.0,
어묵국(어묵탕)_고춧가루 제외,어묵국(어묵탕),국 및 탕류,190ml,25,3.44,1.69,12.0,81.0,0.16,,,0.3,,,,,,5.0,0.514,4.93,,0.95,0.0,
어묵국(어묵탕)_고춧가루,어묵국(어묵탕),국 및 탕류,230ml,30,4.31,1.93,13.0,99.0,0.18,,,0.5,,,,,,9.0,0.552,5.62,,1.15,0.0,
어묵국(어묵탕)_고춧가루 제외,어묵국(어묵탕),국 및 탕류,320ml,21,2.92,1.4,9.0,60.0,0.12,,,0.2,,,,,,4.0,0.29,4.93,,1.0,0.0,
어묵국(어묵탕)_간편조리세트_프리미엄 이자카야어묵탕,어묵국(어묵탕),국 및 탕류,1383g,69,11.01,3.48,66.0,89.0,0.27,,,0.8,,,,,,,1.439,,,0.6,0.0,
어묵국물,어묵국물,국 및 탕류,300ml,7,1.05,0.5,6.0,37.0,0.17,5.03,0.05,0.2,,,,,0.01,0.0,0.385,2.62,,0.08,0.0,0.01
어묵볶음,어묵볶음,볶음류,140g,197,24.33,8.41,43.0,130.0,0.69,22.18,0.49,2.5,8315.66,634.96,179.32,23.11,,9.0,4.692,14.79,0.12,0.14,0.39,
어묵볶음_채소,어묵볶음,볶음류,90g,152,17.2,6.33,33.0,175.0,0.64,17.98,0.61,2.2,5821.0,462.62,89.68,7.38,,57.0,3.055,11.4,0.6,1.16,0.0,
어묵볶음,어묵볶음,볶음류,110ml,125,15.39,7.3,35.0,118.0,0.45,13.59,0.2,0.7,,,,,0.39,23.0,0.45399999999999996,7.96,,1.28,0.0,0.4
어묵볶음_어묵,어묵볶음,볶음류,100ml,89,11.02,5.07,23.0,81.0,0.32,,,0.5,,,,,,16.0,0.312,4.6,,0.27,0.0,
어묵볶음_어묵_채소,어묵볶음,볶음류,100ml,80,9.87,4.23,21.0,77.0,0.28,,,0.5,,,,,,21.0,0.271,6.29,,1.81,0.0,
어묵볶음_채소,어묵볶음,볶음류,100ml,81,9.87,4.2,21.0,77.0,0.28,9.11,0.12,0.5,,,,,0.21,21.0,0.27,6.29,,1.78,0.0,0.32
어묵볶음,어묵볶음,볶음류,53.3ml,110,10.49,4.7,26.0,121.0,0.34,10.12,0.14,1.0,,,,,0.41,55.0,0.362,9.62,,3.55,0.0,0.57
어묵볶음_어묵_채소,어묵볶음,볶음류,100ml,78,8.9,3.65,19.0,68.0,0.25,,,0.5,,,,,,21.0,0.251,5.83,,1.91,0.0,
어묵볶음_채소,어묵볶음,볶음류,100ml,78,8.88,3.7,19.0,68.0,0.25,8.07,0.11,0.5,,,,,0.24,21.0,0.249,5.83,,1.91,0.0,0.35
어묵볶음,어묵볶음,볶음류,53.3ml,110,10.49,4.7,26.0,121.0,0.34,10.12,0.14,1.0,,,,,0.41,55.0,0.362,9.62,,3.55,0.0,0.57
어묵볶음_어묵_채소,어묵볶음,볶음류,150ml,78,9.78,3.97,20.0,81.0,0.28,,,0.6,,,,,,27.0,0.29700000000000004,5.6,,1.41,0.0,
어묵볶음_채소,어묵볶음,볶음류,150ml,79,9.77,4.0,20.0,81.0,0.28,8.83,0.12,0.6,,,,,0.22,26.0,0.29800000000000004,5.6,,1.41,0.0,0.36
어묵볶음,어묵볶음,볶음류,41.2ml,350,39.84,17.0,93.0,333.0,1.29,45.24,0.62,1.9,,,,,1.01,89.0,1.436,26.36,,2.27,0.0,1.3
어묵볶음_어묵_채소,어묵볶음,볶음류,170ml,88,10.04,4.25,22.0,92.0,0.3,,,0.7,,,,,,28.0,0.333,7.13,,2.28,0.0,
어묵볶음_채소,어묵볶음,볶음류,170ml,89,10.05,4.3,22.0,92.0,0.3,9.88,0.13,0.7,,,,,0.27,28.0,0.334,7.15,,2.11,0.0,0.45
어묵잡채,어묵잡채,볶음류,237.6ml,126,9.87,6.5,27.0,118.0,0.59,12.96,0.59,0.6,,,,,0.18,36.0,0.5509999999999999,7.07,,1.41,0.0,0.32
어묵잡채,어묵잡채,볶음류,99.6ml,128,10.14,6.7,27.0,121.0,0.6,13.2,0.6,0.6,,,,,0.19,37.0,0.565,7.24,,1.45,0.0,0.32
어묵잡채,어묵잡채,볶음류,99.6ml,128,10.14,6.7,27.0,121.0,0.6,13.2,0.6,0.6,,,,,0.19,37.0,0.565,7.24,,1.45,0.0,0.32
어묵잡채,어묵잡채,볶음류,237.6ml,126,9.87,6.5,27.0,118.0,0.59,12.96,0.59,0.6,,,,,0.18,36.0,0.5509999999999999,7.07,,1.41,0.0,0.32
어묵전,어묵전,전·적 및 부침류,63.8ml,334,35.46,15.3,60.0,155.0,1.19,22.04,0.63,0.9,,,,,0.89,63.0,0.633,33.31,,0.04,0.56,1.56
어묵전,어묵전,전·적 및 부침류,70.7ml,214,22.1,9.9,37.0,99.0,0.78,14.11,0.4,0.6,,,,,0.56,37.0,0.358,16.23,,0.03,0.21,1.01
어묵조림,어묵조림,조림류,200g,159,23.16,5.83,40.0,174.0,0.69,19.73,0.74,2.9,5362.43,421.62,79.46,7.46,,35.0,2.8199999999999994,10.0,0.47,1.07,0.0,
어묵조림,어묵조림,조림류,95ml,179,22.68,9.6,47.0,176.0,0.66,21.59,0.3,1.0,,,,,0.41,42.0,0.6719999999999999,12.22,,1.27,0.0,0.58
어묵조림_풋고추,어묵조림,조림류,82.5ml,173,21.18,9.3,40.0,154.0,0.6,21.27,0.25,0.8,,,,,0.47,24.0,0.629,11.22,,5.33,0.0,0.52
어묵조림,어묵조림,조림류,52.4ml,166,17.71,8.4,36.0,135.0,0.54,16.08,0.23,0.7,,,,,0.54,24.0,0.552,7.95,,0.22,0.0,0.88
어묵조림,어묵조림,조림류,52.4ml,166,17.71,8.4,36.0,135.0,0.54,16.08,0.23,0.7,,,,,0.54,24.0,0.552,7.95,,0.22,0.0,0.88
어묵조림,어묵조림,조림류,95ml,179,22.68,9.6,47.0,176.0,0.66,21.59,0.3,1.0,,,,,0.41,42.0,0.6719999999999999,12.22,,1.27,0.0,0.58
어묵조림_풋고추,어묵조림,조림류,82.5ml,172,21.18,9.3,40.0,154.0,0.6,21.27,0.25,0.8,,,,,0.47,24.0,0.629,11.22,,5.33,0.0,0.52
어묵탕,어묵탕,국 및 탕류,600ml,30,3.92,2.1,12.0,59.0,0.26,5.31,0.08,0.3,,,,,0.07,6.0,0.47,3.22,,0.64,0.0,0.07
어묵탕_고춧가루,어묵탕,국 및 탕류,600ml,36,4.64,2.5,14.0,63.0,0.21,6.69,0.11,0.4,,,,,0.09,9.0,0.272,4.81,,0.76,0.05,0.19
어묵탕,어묵탕,국 및 탕류,190ml,25,3.38,1.7,12.0,81.0,0.16,6.02,0.07,0.3,,,,,0.06,5.0,0.508,4.92,,0.93,0.0,0.05
어묵탕_고춧가루,어묵탕,국 및 탕류,600ml,36,4.64,2.5,14.0,63.0,0.21,6.69,0.11,0.4,,,,,0.09,9.0,0.272,4.81,,0.76,0.05,0.19
어묵탕,어묵탕,국 및 탕류,600ml,30,3.92,2.1,12.0,59.0,0.26,5.31,0.08,0.3,,,,,0.07,6.0,0.47,3.22,,0.64,0.0,0.07
어묵탕_고춧가루,어묵탕,국 및 탕류,230ml,29,4.23,1.9,13.0,99.0,0.18,8.33,0.1,0.5,,,,,0.06,9.0,0.534,5.62,,1.06,0.0,0.18
어묵탕,어묵탕,국 및 탕류,320ml,21,2.86,1.4,9.0,60.0,0.12,4.88,0.07,0.2,,,,,0.05,4.0,0.283,4.93,,0.99,0.0,0.04
어묵탕_고춧가루,어묵탕,국 및 탕류,600ml,36,4.64,2.5,14.0,63.0,0.21,6.69,0.11,0.4,,,,,0.09,9.0,0.272,4.81,,0.76,0.05,0.19
어묵튀김,어묵튀김,튀김류,94ml,180,15.34,8.5,38.0,85.0,0.64,11.11,0.34,0.3,,,,,0.59,33.0,0.29,12.82,,0.0,0.17,0.94
어묵튀김,어묵튀김,튀김류,52.1ml,179,15.75,8.4,39.0,86.0,0.62,11.1,0.34,0.3,,,,,0.6,36.0,0.323,16.79,,0.0,0.29,0.93
어묵튀김,어묵튀김,튀김류,52.1ml,179,15.75,8.4,39.0,86.0,0.62,11.1,0.34,0.3,,,,,0.6,36.0,0.323,16.79,,0.0,0.29,0.93
어묵튀김,어묵튀김,튀김류,94ml,179,15.76,8.5,39.0,86.0,0.62,11.11,0.34,0.3,,,,,0.6,36.0,0.324,16.81,,0.0,0.29,0.92
어육소시지전,어육소시지전,전·적 및 부침류,80ml,177,12.73,8.23,32.0,54.0,0.63,,,0.1,,,,,,27.0,0.738,18.48,,10.92,0.32,
어죽,어죽,죽 및 스프류,800g,69,12.6,2.55,24.0,86.0,0.0,10.98,0.27,1.1,-,156.22,34.85,3.23,,7.0,0.30100000000000005,6.87,0.0,0.0,,
어탕,어탕,국 및 탕류,150g,57,1.21,8.47,53.0,109.0,0.0,31.09,1.05,0.7,-,582.89,191.65,37.75,,10.0,0.515,13.29,0.0,0.0,,
얼갈이 겉절이,얼갈이 겉절이,채소무침류,110ml,21,3.61,1.12,74.0,143.0,0.37,,,2.1,,,,,,62.0,0.614,19.45,,8.16,0.0,
